,R&D Spend,Administration,Marketing Spend,State,Profit,Total Spend
409,11277.0,112122.5343,90538.04147000001,Florida,58666.74292999999,213937.57577
410,32758.0,115294.9462,131985.6896,California,77017.77587,280038.63580000005
411,131074.0,129814.701,321686.6801,Florida,161008.2863,582575.3811
412,33729.0,115438.34800000001,133859.2368,New York,77847.29278999999,283026.5848
413,56708.0,118831.9913,178197.28,California,97478.0542,353737.2713
414,43245.0,116843.7142,152220.3848,New York,85976.72948,312309.099
415,117945.0,127875.7505,296354.2388,Florida,149792.2949,542174.9893
416,93533.0,124270.4751,249251.2181,New York,128937.3339,467054.6932
417,36345.0,115824.6907,138906.8159,California,80082.11902,291076.50659999996
418,123150.0,128644.4486,306397.3005,New York,154238.8815,558191.7491
419,146767.0,132132.3147,351966.3665,Florida,174414.6808,630865.6812
420,125425.0,128980.4309,310786.9192,Florida,156182.3943,565192.3501
421,26154.0,114319.6374,119243.2536,New York,71376.03566000001,259716.891
422,113132.0,127164.9447,287067.5421,California,145680.5905,527364.4868000001
423,159191.0,133967.1476,375938.5084,Florida,185028.3968,669096.656
424,23281.0,113895.3397,113699.7923,New York,68921.65655,250876.132
425,145038.0,131876.9681,348630.2563,Florida,172937.611,625545.2244
426,119016.0,128033.9206,298420.7362,New York,150707.2409,545470.6568
427,159570.0,134023.1201,376669.7899,Florida,185352.1732,670262.9099999999
428,66705.0,120308.3938,197486.5188,New York,106018.405,384499.91260000004
429,96720.0,124741.1458,255400.5433,California,131659.9605,476861.68909999996
430,77031.0,121833.3846,217410.56399999998,Florida,114839.8177,416274.9486
431,56584.0,118813.6785,177958.0217,California,97372.12207,353355.70019999996
432,34269.0,115518.0976,134901.1683,New York,78308.61013,284688.2659
433,43002.0,116807.8268,151751.5156,Florida,85769.13667,311561.34239999996
434,90606.0,123838.2024,243603.5636,California,126436.8231,458047.766
435,21297.0,113602.3336,109871.6588,New York,67226.74247000001,244770.99240000002
436,147448.0,132232.8879,353280.3578,California,174996.4532,632961.2457
437,11931.0,112219.12,91799.93626,California,59225.44949,215950.05625999998
438,62868.0,119741.7282,190083.0169,Florida,102740.489,372692.7451
439,107864.0,126386.9425,276902.9217,California,141180.1836,511153.8642
440,126763.0,129178.0329,313368.5938,New York,157325.4362,569309.6266999999
441,48320.0,117593.2133,162012.6111,California,90312.25819,327925.82440000004
442,132750.0,130062.2203,324920.5267,New York,162440.0786,587732.747
443,90232.0,123782.9684,242881.9296,Florida,126117.3181,456896.89800000004
444,11415.0,112142.9148,90804.31285,California,58784.63514,214362.22765000002
445,136367.0,130596.3953,331899.5381,New York,165530.0505,598862.9334
446,48599.0,117634.4173,162550.9424,California,90550.60548,328784.35970000003
447,131209.0,129834.6384,321947.163,New York,161123.6156,582990.8014
448,44805.0,117074.1021,155230.409,California,87309.42402,317109.5111
449,27745.0,114554.6036,122313.0924,Florida,72735.21323,264612.696
450,56428.0,118790.6397,177657.0193,New York,97238.85262,352875.659
451,22961.0,113848.0807,113082.3514,Florida,68648.28331,249891.43209999998
452,127002.0,129213.3295,313829.745,New York,157529.6118,570045.0745
453,42722.0,116766.4752,151211.2548,California,85529.93509,310699.73
454,36880.0,115903.70199999999,139939.0999,Florida,80539.1649,292722.80189999996
455,134020.0,130249.7797,327370.9952,New York,163525.0287,591640.7749000001
456,105406.0,126023.9338,272160.20399999997,California,139080.3354,503590.13779999997
457,135965.0,130537.0261,331123.878,Florida,165186.6254,597625.9041
458,22609.0,113796.0957,112403.1664,California,68347.57275,248808.2621
459,48592.0,117633.3835,162537.4359,Florida,90544.62544,328762.81940000004
460,45646.0,117198.3048,156853.1208,California,88027.88306000001,319697.42559999996
461,18687.0,113216.8769,104835.6567,Florida,64997.04199,236739.53360000002
462,159134.0,133958.7296,375828.5267,New York,184979.7022,668921.2563
463,25194.0,114177.8603,117390.931,California,70555.91593999999,256762.79129999998
464,49370.0,117748.2821,164038.589,New York,91209.26412,331156.8711
465,83997.0,122862.1552,230851.4801,Florida,120790.8114,437710.63529999997
466,127102.0,129228.0979,314022.6953,New York,157615.041,570352.7932
467,112617.0,127088.8871,286073.8482,California,145240.6305,525779.7353000001
468,18790.0,113232.0884,105034.3955,New York,65085.03400000001,237056.4839
469,31530.0,115113.5896,129616.2603,Florida,75968.70607,276259.84990000003
470,154761.0,133312.905,367390.8113,Florida,181243.88600000003,655464.7163
471,62322.0,119661.0924,189029.5084,New York,102274.046,371012.6008
472,138389.0,130895.0135,335800.9926,California,167257.4277,605085.0061
473,54437.0,118496.5997,173815.3793,Florida,95537.9585,346748.97900000005
474,128678.0,129460.8488,317063.5916,New York,158961.4042,575202.4404
475,36374.0,115828.9736,138962.7715,Florida,80106.89347000001,291165.7451
476,91354.0,123948.6704,245046.8317,New York,127075.83300000001,460349.50210000004
477,159026.0,133942.7797,375620.1405,Florida,184887.4387,668588.9202
478,21362.0,113611.9331,109997.0765,New York,67282.27141,244971.0096
479,33021.0,115333.7873,132493.1489,California,77242.4545,280847.9362
480,135411.0,130455.2089,330054.9335,Florida,164713.348,595921.1424
481,41996.0,116659.2562,149810.4359,California,84909.71956,308465.6921
482,129894.0,129640.4332,319409.8669,New York,160000.2225,578944.3001
483,29076.0,114751.1717,124881.2606,Florida,73872.27504,268708.4323
484,60970.0,119461.4229,186420.8207,California,101119.04400000001,366852.24360000005
485,68150.0,120521.79800000001,200274.6503,New York,107252.8561,388946.44830000005
486,79611.0,122214.4107,222388.6811,California,117043.8895,424214.0918
487,125073.0,128928.446,310107.7342,California,155881.6838,564109.1802000001
488,108627.0,126499.6258,278375.1323,Florida,141832.0079,513501.7581
489,38547.0,116149.8921,143155.5809,California,81963.26862,297852.473
490,109403.0,126614.229,279872.4264,New York,142494.938,515889.6554
491,110385.0,126759.2552,281767.1981,California,143333.8521,518911.4533
492,27445.0,114510.2982,121734.2416,New York,72478.92582,263689.5398
493,99603.0,125166.9203,260963.2997,Florida,134122.8826,485733.22
494,10372.0,111988.8798,88791.8415,California,57893.60924,211152.72129999998
495,146341.0,132069.4011,351144.3983,New York,174050.7527,629554.7994
496,20181.0,113437.5176,107718.3338,California,66273.3533,241336.8514
497,105465.0,126032.6472,272274.0447,California,139130.7386,503771.69190000003
498,58528.0,119100.7772,181708.975,Florida,99032.8645,359337.7522
499,107739.0,126368.4819,276661.7339,New York,141073.3972,510769.2158
500,125610.0,129007.7526,311143.8772,Florida,156340.4382,565761.6298
501,45698.0,117205.9844,156953.455,New York,88072.30621,319857.43940000003
502,90555.0,123830.6705,243505.15899999999,California,126393.2542,457890.8295
503,19468.0,113332.2185,106342.5983,Florida,65664.24355,239142.81680000003
504,100506.0,125300.2795,262705.6406,New York,134894.3077,488511.9201
505,72494.0,121163.3397,208656.4101,California,110963.8978,402313.7498
506,63372.0,119816.1612,191055.4862,Florida,103171.0519,374243.6474
507,41878.0,116641.8294,149582.7545,California,84808.91317,308102.58389999997
508,105962.0,126106.0464,273233.0075,Florida,139555.3214,505301.0539
509,23028.0,113857.9755,113211.6281,California,68705.52083,250097.6036
510,55229.0,118613.5659,175343.5455,Florida,96214.55727,349186.1114
511,57839.0,118999.0226,180379.5476,New York,98444.25774,357217.57019999996
512,112421.0,127059.94099999999,285695.6657,California,145073.1894,525176.6067
513,104830.0,125938.8675,271048.8105,New York,138588.2636,501817.678
514,105004.0,125964.5646,271384.5439,Florida,138736.9103,502353.1085
515,33474.0,115400.6884,133367.2136,New York,77629.44849,282241.902
516,101381.0,125429.5035,264393.9555,California,135641.8126,491204.459
517,49895.0,117825.8165,165051.5779,New York,91657.76709,332772.3944
518,140901.0,131265.9971,340647.9035,Florida,169403.4076,612814.9006
519,99011.0,125079.4911,259821.0341,Florida,133617.1421,483911.5252
520,25140.0,114169.8853,117286.7378,New York,70509.78421,256596.6231
521,88069.0,123463.5267,238708.4152,California,124269.4859,450240.9419
522,5954.0,111336.4094,80267.29844,Florida,54119.34996,197557.70784
523,146657.0,132116.0694,351754.1212,New York,174320.7087,630527.1906000001
524,120300.0,128223.5476,300898.2177,Florida,151804.1511,549421.7653
525,153919.0,133188.5546,365766.17,New York,180524.5727,652873.7246000001
526,6952.0,111483.7986,82192.94216,Florida,54971.93275,200628.74076000002
527,24538.0,114080.9792,116125.1772,New York,69995.5008,254744.1564
528,33718.0,115436.7234,133838.0123,California,77837.89559,282992.7357
529,60311.0,119364.0988,185149.2784,Florida,100556.06599999999,364824.3772
530,158104.0,133806.6145,373841.1389,California,184099.7821,665751.7534
531,120265.0,128218.3786,300830.6851,New York,151774.2509,549314.0637
532,122843.0,128599.1094,305804.9431,Florida,153976.614,557247.0525
533,156926.0,133632.6421,371568.1847,California,183093.4268,662126.8267999999
534,50112.0,117857.864,165470.28,New York,91843.14832000001,333440.144
535,12068.0,112239.3528,92064.27812999999,California,59342.48741,216371.63092999998
536,78098.0,121990.964,219469.3435,California,115751.3466,419558.3075
537,69762.0,120759.8655,203385.0087,Florida,108629.9738,393906.8742
538,156672.0,133595.1302,371078.091,California,182876.4368,661345.2212
539,110066.0,126712.1438,281151.6868,New York,143061.3332,517929.83060000004
540,149352.0,132514.0793,356954.131,California,176623.02399999998,638820.2102999999
541,123926.0,128759.0518,307894.5946,New York,154901.8116,560579.6464
542,155584.0,133434.4494,368978.7921,Florida,181946.9678,657997.2415
543,59551.0,119251.8585,183682.8563,California,99906.80457000001,362485.7148
544,32892.0,115314.73599999999,132244.24300000002,New York,77132.25091,280450.979
545,148355.0,132366.8378,355030.4168,California,175771.2955,635752.2546
546,34087.0,115491.219,134549.9988,New York,78153.1291,284128.2178
547,9153.0,111808.8523,86439.77767000001,California,56852.22806,207401.62997
548,141090.0,131293.9095,341012.5795,Florida,169564.8687,613396.4890000001
549,30917.0,115023.05900000001,128433.4751,New York,75445.02546,274373.5341
550,116032.0,127593.2299,292663.1,Florida,148158.0355,536288.3299
551,111403.0,126909.5981,283731.4319,New York,144203.5207,522044.03
552,109089.0,126567.856,279266.5626,California,142226.6905,514923.4186
553,147916.0,132302.0043,354183.3651,Florida,175396.2616,634401.3694
554,80883.0,122402.2655,224843.0086,New York,118130.5481,428128.2741
555,69933.0,120785.1196,203714.9537,California,108776.0576,394433.07330000005
556,68302.0,120544.2461,200567.9347,Florida,107382.7084,389414.1808
557,83794.0,122832.1752,230459.79100000003,California,120617.3903,437085.9662
558,118649.0,127979.7204,297712.6087,Florida,150393.716,544341.3291
559,66766.0,120317.4026,197604.2185,California,106070.5168,384687.6211
560,130880.0,129786.0502,321312.3566,Florida,160842.5538,581978.4068
561,114090.0,127306.4265,288916.0057,New York,146499.0017,530312.4321999999
562,56983.0,118872.6046,178727.8933,California,97712.98432999999,354583.4979
563,90073.0,123759.4865,242575.1387,New York,125981.4858,456407.6252
564,26750.0,114407.6574,120393.2372,Florida,71885.19331,261550.8946
565,94859.0,124466.3048,251809.7387,New York,130070.1243,471135.04349999997
566,64520.0,119985.7031,193270.5554,California,104151.7784,377776.2585
567,66882.0,120334.534,197828.0408,New York,106169.6146,385044.57479999994
568,114904.0,127426.6417,290486.62100000004,Florida,147194.3948,532817.2627000001
569,108270.0,126446.9024,277686.2998,Florida,141527.0259,512403.2022
570,76026.0,121684.9616,215471.4138,New York,113981.2549,413182.3754
571,158668.0,133889.9086,374929.3785,California,184581.6024,667487.2871
572,5885.0,111326.2192,80134.16275,Florida,54060.403860000006,197345.38195
573,32007.0,115184.0351,130536.6331,New York,76376.20305,277727.66819999996
574,58843.0,119147.2979,182316.7684,Florida,99301.96628,360307.0663
575,57863.0,119002.567,180425.8557,New York,98464.76074,357291.4227
576,146290.0,132061.8692,351045.9937,Florida,174007.1838,629397.8629
577,92831.0,124166.8005,247896.7072,New York,128337.6214,464894.5077
578,149026.0,132465.9341,356325.1131,California,176344.525,637817.0472
579,68638.0,120593.8681,201216.2476,Florida,107669.7503,390448.1157
580,48519.0,117622.6025,162396.5822,California,90482.26217,328538.1847
581,35910.0,115760.448,138067.4822,New York,79710.50227000001,289737.9302
582,41614.0,116602.8407,149073.3658,Florida,84583.38025,307290.2065
583,137713.0,130795.1787,334496.6487,California,166679.9267,603004.8274000001
584,29287.0,114782.3332,125288.3857,New York,74052.53052,269357.7189
585,94648.0,124435.1434,251402.6136,California,129889.8688,470485.757
586,41578.0,116597.524,149003.9037,California,84552.62576,307179.4277
587,96008.0,124635.9944,254026.7374,Florida,131051.7051,474670.7318
588,78630.0,122069.5322,220495.8389,California,116205.8296,421195.3711
589,19242.0,113298.8418,105906.5307,New York,65471.1737,238447.3725
590,92507.0,124118.9507,247271.5483,California,128060.83099999999,463897.49899999995
591,92171.0,124069.3287,246623.2354,New York,127773.7891,462863.5641
592,70074.0,120805.9431,203987.0135,Florida,108896.5127,394866.95660000003
593,149598.0,132550.4097,357428.7887,California,176833.1797,639577.1983999999
594,6975.0,111487.1954,82237.32072999999,New York,54991.58145,200699.51613
595,155563.0,133431.3481,368938.2725,California,181929.0277,657932.6206
596,63024.0,119764.76699999999,190384.0193,California,102873.7585,373172.78630000004
597,9960.0,111928.0338,87996.88638,Florida,57541.6412,209884.92018000002
598,19291.0,113306.0783,106001.0764,New York,65513.03397999999,238598.1547
599,132449.0,130017.7672,324339.7464,Florida,162182.9369,586806.5136
600,3089.0,110913.2932,74739.27311000001,New York,51671.80519,188741.56631000002
601,104168.0,125841.1003,269771.4796,California,138022.7227,499780.5799
602,153606.0,133142.3294,365162.2357,Florida,180257.1795,651910.5651
603,13316.0,112423.6631,94472.29754,New York,60408.643039999995,220211.96064
604,151611.0,132847.6987,361312.8777,California,178552.8682,645771.5764
605,155716.0,133453.9438,369233.4864,Florida,182059.7343,658403.4302000001
606,76520.0,121757.9178,216424.5881,California,114403.2748,414702.5059
607,42221.0,116692.4852,150244.574,Florida,85101.93511,309158.0592
608,126483.0,129136.6812,312828.3331,California,157086.2346,568448.0142999999
609,118217.0,127915.9207,296879.0635,Florida,150024.6621,543011.9842000001
610,91556.0,123978.5027,245436.5912,New York,127248.3999,460971.0939
611,123093.0,128636.0305,306287.3188,California,154190.1869,558016.3493
612,90163.0,123772.7781,242748.7939,New York,126058.37199999999,456684.572
613,104391.0,125874.034,270201.7588,Florida,138213.2296,500466.7928
614,61243.0,119501.7408,186947.5749,New York,101352.2656,367692.31570000004
615,60782.0,119433.6582,186058.0742,California,100958.4372,366273.7324
616,16787.0,112936.2762,101169.6015,New York,63373.88839,230892.8777
617,152746.0,133015.3207,363502.8633,Florida,179522.4889,649264.1840000001
618,159000.0,133938.9399,375569.9734,Florida,184865.2271,668508.9133
619,62726.0,119720.757,189809.0275,New York,102619.1797,372255.78449999995
620,148420.0,132376.4373,355155.8345,California,175826.8244,635952.2718
621,135886.0,130525.3591,330971.4473,Florida,165119.1364,597382.8064
622,99774.0,125192.1744,261293.2446,New York,134268.9664,486259.419
623,14367.0,112578.8796,96500.20491,Florida,61306.50327000001,223446.08451000002
624,136326.0,130590.3403,331820.4285,New York,165495.0246,598736.7688
625,33519.0,115407.3342,133454.0412,Florida,77667.8916,282380.3754
626,122931.0,128612.1056,305974.7394,New York,154051.7917,557517.845
627,73289.0,121280.74900000001,210190.3648,California,111643.0594,404760.11380000005
628,67289.0,120394.6416,198613.3484,Florida,106517.3112,386296.99
629,22876.0,113835.5275,112918.3436,California,68575.66854,249629.8711
630,125112.0,128934.2057,310182.9848,New York,155915.0011,564229.1905
631,88568.0,123537.2213,239671.237,Florida,124695.7773,451776.4583
632,144841.0,131847.8743,348250.1442,California,172769.3156,624939.0185
633,159238.0,133974.0888,376029.195,New York,185068.5485,669241.2838000001
634,127074.0,129223.9628,313968.6692,California,157591.1208,570266.632
635,67697.0,120454.8969,199400.5855,California,106865.8621,387552.4824
636,65307.0,120101.9308,194789.074,Florida,104824.1057,380198.0048
637,84231.0,122896.7134,231302.9837,California,120990.7156,438430.6971
638,8882.0,111768.8298,85916.88243,New York,56620.7151,206567.71223
639,129441.0,129573.5321,318535.8022,California,159613.2285,577550.3343
640,148278.0,132355.4661,354881.8451,New York,175705.515,635515.3111999999
641,58228.0,119056.4719,181130.1242,Florida,98776.57708999999,358414.59609999997
642,136903.0,130675.5543,332933.7515,California,165987.9507,600512.3058
643,4187.0,111075.4508,76857.86711,New York,52609.81711,192120.31791
644,80546.0,122352.4958,224192.7661,California,117842.6519,427091.26190000004
645,36302.0,115818.3403,138823.8473,New York,80045.38449,290944.18759999995
646,36327.0,115822.0324,138872.0849,California,80066.74177000001,291021.1173
647,103813.0,125788.6723,269086.5062,Florida,137719.4492,498688.17850000004
648,117577.0,127821.4025,295644.1818,New York,149477.9157,541042.5843
649,154222.0,133233.3031,366350.8093,Florida,180783.423,653806.1124
650,63645.0,119856.4791,191582.2405,New York,103404.2734,375083.7196
651,45968.0,117245.8592,157474.4207,California,88302.96488,320688.27989999996
652,60822.0,119439.5656,186135.2543,Florida,100992.6089,366396.8199
653,107750.0,126370.1064,276682.9584,New York,141082.7944,510803.0648
654,109510.0,126630.0312,280078.8832,California,142586.3472,516218.9144
655,147647.0,132262.2771,353664.3289,Florida,175166.4572,633573.606
656,9316.0,111832.9249,86754.28662,California,56991.47755,207903.21152
657,70319.0,120842.1258,204459.7417,Florida,109105.8141,395620.8675
658,138525.0,130915.0986,336063.405,California,167373.6113,605503.5036
659,122434.0,128538.7064,305015.7765,Florida,153627.2089,555988.4829
660,91086.0,123909.091,244529.7249,New York,126846.883,459524.81590000005
661,32205.0,115213.2767,130918.6746,California,76545.35274,278336.95129999996
662,18989.0,113261.4776,105418.3665,New York,65255.037979999994,237668.8441
663,143683.0,131676.8555,346015.7801,Florida,171780.0462,621375.6355999999
664,81836.0,122543.0089,226681.8247,New York,118944.6878,431060.8336
665,139592.0,131072.678,338122.1844,California,168285.1402,608786.8624
666,54073.0,118442.8425,173113.0403,New York,95226.99644,345628.8828
667,11977.0,112225.9135,91888.69339,Florida,59264.746889999995,216091.60689
668,133956.0,130240.3279,327247.507,Florida,163470.354,591443.8349
669,133110.0,130115.3867,325615.1477,New York,162747.6235,588840.5344
670,9063.0,111795.5607,86266.12242999999,California,56775.34184,207124.68313
671,36025.0,115777.4317,138289.3751,Florida,79808.74578,290091.8068
672,40178.0,116390.7656,146302.5999,New York,83356.61783999999,302871.36549999996
673,29814.0,114860.1629,126305.2336,Florida,74502.74207000001,270979.39650000003
674,113466.0,127214.2713,287711.99600000004,New York,145965.9238,528392.2673000001
675,12585.0,112315.7057,93061.83105,Florida,59784.156039999994,217962.53675
676,99265.0,125117.00300000001,260311.1278,New York,133834.1321,484693.13080000004
677,26554.0,114378.7113,120015.0547,California,71717.75221,260947.766
678,49642.0,117788.4523,164563.4137,Florida,91441.63137999999,331993.86600000004
679,135489.0,130466.7283,330205.4347,California,164779.9827,596161.163
680,57784.0,118990.8999,180273.425,New York,98397.27172,357048.3249
681,50884.0,117971.8765,166959.8561,Florida,92502.66126000001,335815.7326
682,102170.0,125546.0266,265916.3332,California,136315.8485,493632.3598
683,36011.0,115775.3641,138262.362,New York,79796.7857,290048.72609999997
684,112108.0,127013.7157,285091.7313,California,144805.7962,524213.447
685,52981.0,118281.571,171006.0234,California,94294.11026,342268.5944
686,60350.0,119369.8585,185224.52899999998,Florida,100589.3834,364944.38749999995
687,38385.0,116125.9672,142843.0015,California,81824.87341,297353.9687
688,18632.0,113208.7542,104729.5341,New York,64950.055960000005,236570.28830000001
689,75431.0,121597.0893,214323.3597,California,113472.9515,411351.449
690,79191.0,122152.3832,221578.2899,New York,116685.0871,422921.6731
691,76485.0,121752.7488,216357.0555,Florida,114373.3746,414594.80429999996
692,58814.0,119143.015,182260.8128,California,99277.19183,360217.8278
693,71364.0,120996.4562,206476.0721,New York,109998.5485,398836.5283
694,88650.0,123549.3314,239829.4563,California,124765.8292,452028.7877
695,133587.0,130185.8323,326535.5205,California,163155.1205,590308.3528
696,112125.0,127016.2263,285124.5329,Florida,144820.3191,524265.7592
697,106384.0,126168.3693,274047.2577,New York,139915.8323,506599.62700000004
698,1681.0,110705.3533,72022.53327,Florida,50468.96294,184408.88657
699,50720.0,117947.6562,166643.4177,New York,92362.55747999999,335311.07389999996
700,128215.0,129392.4708,316170.2318,California,158565.8673,573777.7026
701,35274.0,115666.5206,136840.3185,Florida,79167.17296,287780.8391
702,64229.0,119942.7269,192709.0701,New York,103903.1796,376880.797
703,57750.0,118985.8787,180207.8219,California,98368.22581,356943.7006
704,155883.0,133478.6071,369555.7134,Florida,182202.4009,658917.3205
705,24815.0,114121.8878,116659.6494,California,70232.13951000001,255596.5372
706,5210.0,111226.5321,78831.74841,Florida,53483.75718,195268.28051
707,83476.0,122785.2115,229846.2091,California,120345.7256,436107.4206
708,110481.0,126773.4329,281952.4304,Florida,143415.8641,519206.8633
709,9079.0,111797.9237,86296.99447,New York,56789.0105,207173.91817000002
710,72359.0,121143.4023,208395.9273,California,110848.5685,401898.32960000006
711,111501.0,126924.0712,283920.5232,New York,144287.2413,522345.5944
712,48082.0,117558.0644,161553.3895,Florida,90108.93684,327193.45389999996
713,42770.0,116773.564,151303.87099999998,New York,85570.94107999999,310847.435
714,58265.0,119061.9362,181201.5158,California,98808.18587,358528.452
715,15132.0,112691.8583,97976.2745,New York,61960.03617000001,225800.13280000002
716,92114.0,124060.9107,246513.2537,Florida,127725.0945,462688.1644
717,24874.0,114130.6012,116773.4901,Florida,70282.5427,255778.0913
718,129228.0,129542.0753,318124.8181,New York,159431.2644,576894.8934
719,2296.0,110796.1793,73209.17745,California,50994.35213,186301.35675
720,40501.0,116438.4678,146925.8293,Florida,83632.55396,303865.29709999997
721,46177.0,117276.7253,157877.6868,New York,88481.51178,321331.41209999996
722,139729.0,131092.9108,338386.5263,Florida,168402.1781,609208.4371
723,45282.0,117144.5476,156150.7818,New York,87716.921,318577.3294
724,145719.0,131977.5413,349944.2476,Florida,173519.3834,627640.7889
725,150394.0,132667.9666,358964.6729,New York,177513.1956,642026.6395
726,154778.0,133315.4157,367423.6129,California,181258.40899999999,655517.0286000001
727,82971.0,122710.6308,228871.8103,Florida,119914.3085,434553.4411
728,120814.0,128299.4574,301889.9821,California,152243.2568,551003.4395000001
729,109821.0,126675.9611,280678.9586,New York,142852.0318,517175.9197
730,149129.0,132481.1456,356523.8519,Florida,176432.517,638133.9975
731,135073.0,130405.2915,329402.7615,California,164424.5975,594881.0530000001
732,9628.0,111879.0025,87356.29147000001,New York,57258.01646,208863.29397
733,150311.0,132655.7088,358804.5242,California,177442.2894,641771.233
734,117241.0,127771.7805,294995.8688,California,149190.8738,540008.6492999999
735,95584.0,124573.3761,253208.6282,Florida,130689.4855,473366.00430000003
736,69018.0,120649.9882,201949.4587,California,107994.381,391617.4469
737,72838.0,121214.1432,209320.1591,New York,111257.774,403372.3023
738,87391.0,123363.3966,237400.2123,California,123690.2763,448154.6089
739,133567.0,130182.8786,326496.9304,New York,163138.0347,590246.809
740,49559.0,117776.1945,164403.265,Florida,91370.72519,331738.4595
741,137973.0,130833.5767,334998.3195,California,166902.0425,603804.8962
742,7736.0,111599.5833,83705.6723,New York,55641.69719,203041.2556
743,10707.0,112038.3541,89438.22492000001,California,58179.79685,212183.57902
744,125850.0,129043.1969,311606.9579,New York,156545.4682,566500.1547999999
745,65352.0,120108.5766,194875.9016,California,104862.5488,380336.4782
746,154992.0,133347.0202,367836.5264,Florida,181441.2273,656175.5466
747,135611.0,130484.7458,330440.834,New York,164884.2062,596536.5798
748,98169.0,124955.1407,258196.3928,Florida,132897.8287,481320.5335
749,38099.0,116083.7295,142291.1637,New York,81580.54608,296473.89320000005
750,91798.0,124014.2424,245903.5309,California,127455.1384,461715.7733
751,78442.0,122041.7675,220133.0924,Florida,116045.2229,420616.85990000004
752,131802.0,129922.2153,323091.3581,New York,161630.2104,584815.5734
753,107178.0,126285.6308,275579.2829,California,140594.1397,509042.9137
754,2626.0,110844.9152,73845.91335,Florida,51276.268280000004,187316.82855
755,84533.0,122941.3141,231885.6935,California,121248.7116,439360.0076
756,19707.0,113367.5151,106803.7495,Florida,65868.41919,239878.26460000002
757,13123.0,112395.16,94099.90352,California,60243.7648,219618.06352000003
758,3797.0,111017.8538,76105.36105,Florida,52276.64348,190920.21485
759,132703.0,130055.2791,324829.8401,New York,162399.9269,587588.1192
760,22449.0,113772.4662,112094.446,California,68210.88613,248315.9122
761,83026.0,122718.7535,228977.9329,New York,119961.2945,434722.6864
762,27654.0,114541.1643,122137.5077,Florida,72657.47271,264332.672
763,156793.0,133613.0001,371311.5609,New York,182979.8061,661717.561
764,73771.0,121351.9329,211120.3851,California,112054.8279,406243.318
765,29469.0,114809.2117,125639.5552,New York,74208.01155,269917.7669
766,134963.0,130389.0462,329190.5162,Florida,164330.6254,594542.5623999999
767,146580.0,132104.6977,351605.5495,Florida,174254.9283,630290.2472000001
768,82465.0,122635.9024,227895.4819,New York,119482.037,432996.38430000003
769,80306.0,122317.0515,223729.6855,California,117637.62199999999,426352.73699999996
770,130189.0,129684.0001,319979.0702,Florida,160252.2384,579852.0703
771,120735.0,128287.7904,301737.5514,New York,152175.7678,550760.3418
772,67191.0,120380.1685,198424.2572,Florida,106433.5906,385995.4257
773,83593.0,122802.4906,230071.961,New York,120445.6777,436467.45160000003
774,108131.0,126426.3742,277418.099,Florida,141408.2794,511975.4732
775,3574.0,110984.9202,75675.08194,New York,52086.1365,190234.00214
776,98311.0,124976.1119,258470.3821,California,133019.1381,481757.494
777,145072.0,131881.9894,348695.8593,Florida,172966.6569,625649.8487
778,133439.0,130163.975,326249.9541,California,163028.6854,589852.9291
779,70521.0,120871.9581,204849.5013,New York,109278.3809,396242.4594
780,111317.0,126896.8972,283565.4947,Florida,144130.0517,521779.3919
781,106821.0,126232.9075,274890.4504,California,140289.1577,507944.35789999994
782,107973.0,126403.0401,277113.2375,New York,141273.3013,511489.2776
783,10488.0,112006.0112,89015.66382,California,57992.70704,211509.67502
784,90061.0,123757.7143,242551.9846,California,125971.2343,456370.69889999996
785,83918.0,122850.4881,230699.0493,Florida,120723.3224,437467.53740000003
786,93580.0,124277.4163,249341.9047,California,128977.4856,467199.321
787,18947.0,113255.2749,105337.3274,New York,65219.15775,237539.60230000003
788,60133.0,119337.8109,184805.8269,California,100404.0021,364276.63779999997
789,150860.0,132736.7876,359863.8212,New York,177911.2954,643460.6088
790,103957.0,125809.9389,269364.3546,Florida,137842.4672,499131.2935
791,92330.0,124092.8106,246930.0263,California,127909.6214,463352.8369
792,123073.0,128633.0769,306248.7288,New York,154173.101,557954.8056999999
793,142001.0,131428.4501,342770.3565,California,170343.1281,616199.8066
794,12564.0,112312.6043,93021.31149,California,59766.21593,217897.91579
795,48789.0,117662.4774,162917.5479,Florida,90712.92083999999,329369.0253
796,51795.0,118106.4171,168717.6331,New York,93280.9207,338619.05020000006
797,44496.0,117028.4676,154634.1927,Florida,87045.44798,316158.6603
798,35278.0,115667.1113,136848.0365,New York,79170.59013,287793.1478
799,155044.0,133354.6998,367936.8606,California,181485.6505,656335.5604000001
800,146775.0,132133.4962,351981.8025,Florida,174421.5151,630890.2986999999
801,17432.0,113031.5328,102414.1308,New York,63924.90632,232877.6636
802,107612.0,126349.7259,276416.687,California,140964.9022,510378.4129
803,7214.0,111522.492,82698.47188,Florida,55195.75709,201434.96388
804,107501.0,126333.33300000001,276202.5122,California,140870.0758,510036.8452
805,141301.0,131325.0709,341419.7045,Florida,169745.1241,614045.7753999999
806,40281.0,116405.9772,146501.3387,California,83444.60985,303188.3159
807,159196.0,133967.886,375948.1559,Florida,185032.6682,669112.0419000001
808,139547.0,131066.0322,338035.3568,New York,168246.6971,608648.389
809,125783.0,129033.302,311477.6812,California,156488.2307,566293.9832
810,121583.0,128413.0269,303373.7697,New York,152900.2069,553369.7966
811,138546.0,130918.2,336103.9245,Florida,167391.5514,605568.1245
